,Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/10/2010,3,5,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/11/2010,-1,8,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/12/2010,8,11,7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/13/2010,4,11,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/14/2010,0,2,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/15/2010,-3,3,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/16/2010,2,,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/17/2010,27,31,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/18/2010,22,31,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/19/2010,20,26,13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/20/2010,29,31,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/21/2010,25,32,15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/22/2010,34,40,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/23/2010,27,33,22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/24/2010,18,21,14,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/25/2010,9,13,5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/26/2010,4,7,1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/27/2010,4,14,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/28/2010,0,6,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/29/2010,-23,-6,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",11/30/2010,-23,-4,-33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/01/2010,-1,7,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/02/2010,-6,-4,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/03/2010,-12,-3,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/04/2010,-1,0,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/06/2010,-28,-28,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/07/2010,-21,-15,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/08/2010,-29,-24,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/09/2010,-11,4,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/10/2010,-9,-6,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/11/2010,-31,,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/12/2010,-18,15,-36,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/14/2010,-8,-8,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/15/2010,-6,-2,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/16/2010,-18,,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/17/2010,-27,,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/19/2010,13,15,10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/20/2010,9,15,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/21/2010,-4,3,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/22/2010,-17,-3,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/23/2010,-38,,-41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/24/2010,-32,-21,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/25/2010,-33,-28,-38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/26/2010,-41,-38,-44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/27/2010,-47,-42,-51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/28/2010,-51,-50,-52,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/29/2010,-47,-44,-50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/30/2010,-43,,-47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",12/31/2010,-27,-23,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/01/2011,-27,-16,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/02/2011,-7,9,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/03/2011,7,13,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/04/2011,-1,2,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/05/2011,0,2,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/06/2011,6,9,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/07/2011,-17,2,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/08/2011,-11,,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/09/2011,25,28,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/10/2011,24,29,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/11/2011,-3,,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/12/2011,-15,,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/13/2011,-24,-19,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/14/2011,-23,,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/15/2011,-6,0,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/16/2011,-11,0,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/17/2011,-7,-2,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/18/2011,-20,,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/19/2011,-24,-18,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/20/2011,-41,-33,-48,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/21/2011,-40,-33,-47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/22/2011,-37,-33,-44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/23/2011,-47,-43,-51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/24/2011,-53,-50,-56,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/25/2011,-43,-30,-54,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/26/2011,-24,-18,-30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/27/2011,-26,-20,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/28/2011,-21,-16,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/29/2011,-9,6,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/30/2011,2,7,-2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",01/31/2011,-2,2,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/01/2011,-1,3,-7,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/02/2011,9,12,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/03/2011,-12,-8,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/04/2011,-12,-10,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/05/2011,-11,-2,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/06/2011,-18,-5,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/07/2011,-21,,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/08/2011,8,14,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/09/2011,2,8,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/10/2011,-18,-6,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/11/2011,-31,-21,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/12/2011,-30,-22,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/13/2011,-16,-10,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/14/2011,-10,-7,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/15/2011,-28,,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/16/2011,-16,6,-35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/17/2011,10,19,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/18/2011,8,14,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/19/2011,-10,-1,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/20/2011,-22,-11,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/21/2011,-1,6,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/22/2011,-13,,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/23/2011,22,25,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/24/2011,29,33,21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/25/2011,10,28,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/26/2011,-13,,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/27/2011,-23,,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",02/28/2011,-8,-3,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/01/2011,2,12,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/02/2011,-5,8,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/03/2011,-22,-18,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/04/2011,-10,-3,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/05/2011,-13,-8,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/06/2011,-4,3,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/07/2011,-1,4,,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/08/2011,-14,,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/09/2011,-12,-7,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/10/2011,-7,0,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/11/2011,-6,2,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/12/2011,-18,-9,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/13/2011,-25,-19,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/14/2011,-29,-18,-39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/15/2011,-12,-7,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/16/2011,-13,-6,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/17/2011,-21,-10,-27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/18/2011,-15,-2,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/19/2011,-13,1,-21,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/20/2011,-3,7,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/21/2011,-2,14,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/22/2011,2,15,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/23/2011,9,21,-1,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/24/2011,5,23,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/25/2011,3,13,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/26/2011,2,12,-6,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/27/2011,0,5,-8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/28/2011,-11,-2,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/29/2011,-12,-3,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/30/2011,-3,0,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",03/31/2011,-16,5,-26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/01/2011,-10,6,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/02/2011,-16,-1,-25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/03/2011,-13,-3,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/04/2011,-5,-1,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/05/2011,-8,-3,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/06/2011,-16,-8,-31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/07/2011,-9,0,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/08/2011,-6,-2,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/09/2011,-13,-7,-24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/10/2011,-23,-14,-28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/11/2011,-19,-6,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/12/2011,-20,0,-32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/13/2011,-22,-9,-34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/14/2011,-19,-5,-29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/15/2011,-3,12,-22,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/16/2011,4,14,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/17/2011,15,25,0,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/18/2011,20,28,11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/19/2011,12,19,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/20/2011,3,7,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/21/2011,1,12,-19,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/22/2011,-6,1,-17,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/23/2011,-7,0,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/24/2011,-6,4,-18,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/25/2011,-7,5,-16,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/26/2011,-2,9,-20,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/27/2011,6,15,-3,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/28/2011,0,8,-9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/29/2011,0,10,-10,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",04/30/2011,6,15,-12,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/01/2011,17,22,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/02/2011,18,21,13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/03/2011,12,22,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/04/2011,6,16,-4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/05/2011,2,14,-15,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/06/2011,8,30,-11,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/07/2011,11,14,9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/08/2011,15,22,9,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/09/2011,13,21,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/10/2011,12,19,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/11/2011,16,33,4,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/12/2011,16,37,-5,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/13/2011,18,29,2,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/14/2011,24,41,8,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/15/2011,24,30,13,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/16/2011,28,31,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/17/2011,29,33,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/18/2011,31,36,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/19/2011,35,45,24,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/20/2011,35,43,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/21/2011,43,53,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/22/2011,33,36,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/23/2011,38,45,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/24/2011,43,52,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/25/2011,37,43,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/26/2011,38,45,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/27/2011,43,51,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/28/2011,45,54,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/29/2011,44,50,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/30/2011,44,54,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",05/31/2011,39,45,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/01/2011,32,36,26,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/02/2011,31,37,25,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/03/2011,37,50,27,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/04/2011,40,49,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/05/2011,46,56,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/06/2011,41,51,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/07/2011,38,47,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/08/2011,32,38,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/09/2011,35,44,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/10/2011,36,45,29,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/11/2011,40,49,30,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/12/2011,33,38,28,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/13/2011,38,42,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/14/2011,46,58,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/15/2011,54,64,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/16/2011,58,70,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/17/2011,57,68,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/18/2011,57,66,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/19/2011,58,68,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/20/2011,54,64,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/21/2011,52,63,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/22/2011,58,68,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/23/2011,51,62,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/24/2011,54,67,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/25/2011,60,69,49,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/26/2011,66,84,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/27/2011,62,75,51,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/28/2011,52,62,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/29/2011,38,43,31,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",06/30/2011,40,46,33,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/01/2011,47,55,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/02/2011,58,69,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/03/2011,54,68,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/04/2011,42,44,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/05/2011,57,69,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/06/2011,63,73,49,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/07/2011,60,72,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/08/2011,51,63,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/09/2011,48,61,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/10/2011,49,62,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/11/2011,48,53,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/12/2011,57,65,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/13/2011,50,53,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/14/2011,52,63,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/15/2011,56,70,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/16/2011,53,65,46,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/17/2011,54,63,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/18/2011,56,65,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/19/2011,61,71,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/20/2011,59,68,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/21/2011,56,63,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/22/2011,56,66,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/23/2011,57,64,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/24/2011,56,66,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/25/2011,46,53,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/26/2011,48,56,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/27/2011,55,68,45,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/28/2011,60,74,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/29/2011,53,63,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/30/2011,50,56,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",07/31/2011,49,60,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/01/2011,54,63,44,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/02/2011,52,59,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/03/2011,55,64,47,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/04/2011,60,73,50,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/05/2011,54,65,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/06/2011,51,64,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/07/2011,51,63,39,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/08/2011,50,63,41,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/09/2011,52,64,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/10/2011,46,48,42,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/11/2011,47,58,40,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/12/2011,54,70,37,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/13/2011,55,65,43,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/14/2011,43,45,38,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/15/2011,41,48,35,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/16/2011,39,44,34,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/17/2011,39,44,32,,,
"UMIAT AIRFIELD ALASKA, AK US (USR0000AUMI)",08/18/2011,40,53,31,,,
