,Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
"BETHEL AIRPORT, AK US (USW00026615)",10/6/1953,,44,29,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/7/1953,,51,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/8/1953,,46,29,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/9/1953,,45,29,0.12,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/10/1953,,41,33,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/11/1953,,41,32,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/12/1953,,43,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/13/1953,,45,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/14/1953,,38,30,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/15/1953,,42,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/16/1953,,45,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/17/1953,,30,23,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/18/1953,,30,23,0.02,0.4,0
"BETHEL AIRPORT, AK US (USW00026615)",10/19/1953,,31,23,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/20/1953,,32,27,0,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",10/21/1953,,31,24,0,0.2,0
"BETHEL AIRPORT, AK US (USW00026615)",10/22/1953,,33,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/23/1953,,35,17,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/24/1953,,31,16,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/25/1953,,30,19,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",10/26/1953,,30,23,0.02,0.4,0
"BETHEL AIRPORT, AK US (USW00026615)",10/27/1953,,29,19,0.01,0.3,1
"BETHEL AIRPORT, AK US (USW00026615)",10/28/1953,,22,4,0.02,0.1,1
"BETHEL AIRPORT, AK US (USW00026615)",10/29/1953,,11,3,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",10/30/1953,,13,0,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",10/31/1953,,15,-2,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/1/1953,,25,12,0.01,0.2,1
"BETHEL AIRPORT, AK US (USW00026615)",11/2/1953,,21,9,0.03,0.1,1
"BETHEL AIRPORT, AK US (USW00026615)",11/3/1953,,22,3,0.01,0.1,1
"BETHEL AIRPORT, AK US (USW00026615)",11/4/1953,,9,-2,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/5/1953,,10,-4,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/6/1953,,12,-4,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/7/1953,,33,-1,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/8/1953,,33,16,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/9/1953,,30,9,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/10/1953,,15,2,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/11/1953,,16,3,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/12/1953,,20,14,0,0,1
"BETHEL AIRPORT, AK US (USW00026615)",11/13/1953,,25,19,0.25,4.4,3
"BETHEL AIRPORT, AK US (USW00026615)",11/14/1953,,21,13,0.03,0.5,6
"BETHEL AIRPORT, AK US (USW00026615)",11/15/1953,,27,12,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",11/16/1953,,34,15,0.21,2.2,6
"BETHEL AIRPORT, AK US (USW00026615)",11/17/1953,,37,14,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",11/18/1953,,33,8,0.02,0.1,6
"BETHEL AIRPORT, AK US (USW00026615)",11/19/1953,,35,18,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",11/20/1953,,34,17,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",11/21/1953,,19,8,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",11/22/1953,,12,5,0.02,0.2,6
"BETHEL AIRPORT, AK US (USW00026615)",11/23/1953,,17,-1,0.13,2.2,6
"BETHEL AIRPORT, AK US (USW00026615)",11/24/1953,,16,5,0.07,1,9
"BETHEL AIRPORT, AK US (USW00026615)",11/25/1953,,29,2,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",11/26/1953,,29,12,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",11/27/1953,,29,17,0.1,1.1,9
"BETHEL AIRPORT, AK US (USW00026615)",11/28/1953,,26,15,0.05,0.6,10
"BETHEL AIRPORT, AK US (USW00026615)",11/29/1953,,32,8,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",11/30/1953,,35,28,0.16,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/1/1953,,36,27,0.02,0,9
"BETHEL AIRPORT, AK US (USW00026615)",12/2/1953,,30,24,0.12,1,8
"BETHEL AIRPORT, AK US (USW00026615)",12/3/1953,,28,7,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",12/4/1953,,11,-1,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",12/5/1953,,9,-7,0.01,0.4,9
"BETHEL AIRPORT, AK US (USW00026615)",12/6/1953,,-3,-22,0,0,9
"BETHEL AIRPORT, AK US (USW00026615)",12/7/1953,,10,-4,0.15,1.2,9
"BETHEL AIRPORT, AK US (USW00026615)",12/8/1953,,10,0,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/9/1953,,4,-13,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/10/1953,,-1,-20,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/11/1953,,-14,-30,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/12/1953,,-12,-32,0,0,10
"BETHEL AIRPORT, AK US (USW00026615)",12/13/1953,,4,-18,0.09,1.2,10
"BETHEL AIRPORT, AK US (USW00026615)",12/14/1953,,5,-2,0.02,0.4,11
"BETHEL AIRPORT, AK US (USW00026615)",12/15/1953,,3,-3,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",12/16/1953,,11,2,0.08,0.8,11
"BETHEL AIRPORT, AK US (USW00026615)",12/17/1953,,16,6,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",12/18/1953,,16,4,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",12/19/1953,,19,6,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",12/20/1953,,33,18,0.03,0.4,12
"BETHEL AIRPORT, AK US (USW00026615)",12/21/1953,,34,24,0.01,0.1,12
"BETHEL AIRPORT, AK US (USW00026615)",12/22/1953,,32,8,0.03,0.4,12
"BETHEL AIRPORT, AK US (USW00026615)",12/23/1953,,33,7,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",12/24/1953,,30,10,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",12/25/1953,,30,15,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",12/26/1953,,23,5,0.03,0.2,12
"BETHEL AIRPORT, AK US (USW00026615)",12/27/1953,,18,4,0,0,12
"BETHEL AIRPORT, AK US (USW00026615)",12/28/1953,,25,9,0.12,1.4,12
"BETHEL AIRPORT, AK US (USW00026615)",12/29/1953,,19,15,0.05,0.6,14
"BETHEL AIRPORT, AK US (USW00026615)",12/30/1953,,16,8,0.02,0.3,14
"BETHEL AIRPORT, AK US (USW00026615)",12/31/1953,,9,-7,0.05,1.5,16
"BETHEL AIRPORT, AK US (USW00026615)",1/1/1954,,-1,-16,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/2/1954,,-14,-22,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/3/1954,,-9,-18,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/4/1954,,-9,-15,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/5/1954,,-14,-37,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/6/1954,,-20,-42,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/7/1954,,0,-21,0.23,2.2,15
"BETHEL AIRPORT, AK US (USW00026615)",1/8/1954,,-2,-25,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",1/9/1954,,1,-36,0.02,0.3,17
"BETHEL AIRPORT, AK US (USW00026615)",1/10/1954,,-7,-39,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",1/11/1954,,-4,-10,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",1/12/1954,,10,-5,0,0,16
"BETHEL AIRPORT, AK US (USW00026615)",1/13/1954,,10,2,0,0,16
"BETHEL AIRPORT, AK US (USW00026615)",1/14/1954,,35,5,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/15/1954,,33,4,0.02,0.1,15
"BETHEL AIRPORT, AK US (USW00026615)",1/16/1954,,16,-4,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/17/1954,,26,-12,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/18/1954,,26,-5,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/19/1954,,2,-7,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/20/1954,,2,-15,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/21/1954,,6,-17,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/22/1954,,9,-8,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/23/1954,,20,-6,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/24/1954,,0,-17,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/25/1954,,7,-14,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/26/1954,,5,-8,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/27/1954,,3,-11,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/28/1954,,-7,-16,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/29/1954,,-7,-23,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/30/1954,,-9,-18,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",1/31/1954,,-18,-35,0,0,14
"BETHEL AIRPORT, AK US (USW00026615)",2/1/1954,,-19,-35,0,0,14
"BETHEL AIRPORT, AK US (USW00026615)",2/2/1954,,-19,-39,0,0,14
"BETHEL AIRPORT, AK US (USW00026615)",2/3/1954,,2,-33,0.02,0.2,14
"BETHEL AIRPORT, AK US (USW00026615)",2/4/1954,,18,1,0.07,0.8,15
"BETHEL AIRPORT, AK US (USW00026615)",2/5/1954,,13,7,0.11,1,15
"BETHEL AIRPORT, AK US (USW00026615)",2/6/1954,,13,-3,0.08,2.5,17
"BETHEL AIRPORT, AK US (USW00026615)",2/7/1954,,22,-10,0.03,0.7,17
"BETHEL AIRPORT, AK US (USW00026615)",2/8/1954,,24,7,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/9/1954,,24,2,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/10/1954,,28,2,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/11/1954,,7,-6,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/12/1954,,12,-8,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/13/1954,,4,-9,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/14/1954,,-5,-16,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/15/1954,,-7,-21,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/16/1954,,-3,-21,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/17/1954,,-6,-24,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/18/1954,,-9,-23,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/19/1954,,-13,-28,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/20/1954,,-14,-33,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/21/1954,,-5,-26,0,0,17
"BETHEL AIRPORT, AK US (USW00026615)",2/22/1954,,-10,-25,0,0,16
"BETHEL AIRPORT, AK US (USW00026615)",2/23/1954,,-5,-25,0,0,16
"BETHEL AIRPORT, AK US (USW00026615)",2/24/1954,,-11,-24,0,0,16
"BETHEL AIRPORT, AK US (USW00026615)",2/25/1954,,-22,-39,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",2/26/1954,,-17,-39,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",2/27/1954,,-10,-23,0,0,15
"BETHEL AIRPORT, AK US (USW00026615)",2/28/1954,,9,-11,0.01,0.3,15
"BETHEL AIRPORT, AK US (USW00026615)",3/1/1954,,18,4,0.11,1.7,16
"BETHEL AIRPORT, AK US (USW00026615)",3/2/1954,,11,-10,0.11,1.8,18
"BETHEL AIRPORT, AK US (USW00026615)",3/3/1954,,-6,-21,0,0,19
"BETHEL AIRPORT, AK US (USW00026615)",3/4/1954,,28,-14,0.08,1.3,20
"BETHEL AIRPORT, AK US (USW00026615)",3/5/1954,,27,13,0.1,1,20
"BETHEL AIRPORT, AK US (USW00026615)",3/6/1954,,31,10,0.11,0.9,20
"BETHEL AIRPORT, AK US (USW00026615)",3/7/1954,,26,4,0.34,3.3,22
"BETHEL AIRPORT, AK US (USW00026615)",3/8/1954,,4,-6,0.03,0.4,25
"BETHEL AIRPORT, AK US (USW00026615)",3/9/1954,,6,-7,0,0,25
"BETHEL AIRPORT, AK US (USW00026615)",3/10/1954,,27,0,0.15,1.7,25
"BETHEL AIRPORT, AK US (USW00026615)",3/11/1954,,26,0,0.2,2.5,28
"BETHEL AIRPORT, AK US (USW00026615)",3/12/1954,,0,-26,0.05,0.6,30
"BETHEL AIRPORT, AK US (USW00026615)",3/13/1954,,-2,-36,0,0,30
"BETHEL AIRPORT, AK US (USW00026615)",3/14/1954,,30,-16,0.05,0.6,29
"BETHEL AIRPORT, AK US (USW00026615)",3/15/1954,,34,0,0.19,1.5,29
"BETHEL AIRPORT, AK US (USW00026615)",3/16/1954,,26,3,0.09,1,30
"BETHEL AIRPORT, AK US (USW00026615)",3/17/1954,,27,4,0.06,0.7,31
"BETHEL AIRPORT, AK US (USW00026615)",3/18/1954,,34,26,0.13,1.4,33
"BETHEL AIRPORT, AK US (USW00026615)",3/19/1954,,35,31,0.18,0.1,24
"BETHEL AIRPORT, AK US (USW00026615)",3/20/1954,,34,9,0.01,0.1,19
"BETHEL AIRPORT, AK US (USW00026615)",3/21/1954,,19,-6,0,0,19
"BETHEL AIRPORT, AK US (USW00026615)",3/22/1954,,30,15,0,0,19
"BETHEL AIRPORT, AK US (USW00026615)",3/23/1954,,35,12,0.02,0.2,19
"BETHEL AIRPORT, AK US (USW00026615)",3/24/1954,,40,23,0,0,19
"BETHEL AIRPORT, AK US (USW00026615)",3/25/1954,,44,15,0,0,16
"BETHEL AIRPORT, AK US (USW00026615)",3/26/1954,,46,15,0,0,13
"BETHEL AIRPORT, AK US (USW00026615)",3/27/1954,,47,17,0,0,11
"BETHEL AIRPORT, AK US (USW00026615)",3/28/1954,,47,24,0,0,8
"BETHEL AIRPORT, AK US (USW00026615)",3/29/1954,,43,18,0,0,7
"BETHEL AIRPORT, AK US (USW00026615)",3/30/1954,,37,15,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",3/31/1954,,48,24,0,0,6
"BETHEL AIRPORT, AK US (USW00026615)",4/1/1954,,40,18,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",4/2/1954,,40,23,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",4/3/1954,,41,22,0,0,5
"BETHEL AIRPORT, AK US (USW00026615)",4/4/1954,,39,17,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",4/5/1954,,38,18,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",4/6/1954,,37,18,0,0,4
"BETHEL AIRPORT, AK US (USW00026615)",4/7/1954,,33,18,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/8/1954,,23,7,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/9/1954,,29,6,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/10/1954,,28,2,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/11/1954,,25,7,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/12/1954,,28,7,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/13/1954,,27,5,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/14/1954,,32,7,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/15/1954,,41,17,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/16/1954,,37,18,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/17/1954,,39,13,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/18/1954,,39,14,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/19/1954,,43,16,0,0,3
"BETHEL AIRPORT, AK US (USW00026615)",4/20/1954,,42,18,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/21/1954,,47,17,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/22/1954,,49,16,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/23/1954,,44,22,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/24/1954,,36,26,0.03,0.3,2
"BETHEL AIRPORT, AK US (USW00026615)",4/25/1954,,46,20,0,0,2
"BETHEL AIRPORT, AK US (USW00026615)",4/26/1954,,47,25,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/27/1954,,42,28,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/28/1954,,39,32,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",4/29/1954,,38,31,0.06,0.5,0
"BETHEL AIRPORT, AK US (USW00026615)",4/30/1954,,41,31,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/1/1954,,48,27,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/2/1954,,45,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/3/1954,,48,35,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/4/1954,,51,33,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/5/1954,,57,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/6/1954,,48,31,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/7/1954,,51,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/8/1954,,49,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/9/1954,,50,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/10/1954,,58,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/11/1954,,62,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/12/1954,,64,30,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/13/1954,,60,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/14/1954,,55,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/15/1954,,57,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/16/1954,,62,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/17/1954,,64,35,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/18/1954,,64,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/19/1954,,65,34,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/20/1954,,57,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/21/1954,,53,32,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/22/1954,,62,33,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/23/1954,,68,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/24/1954,,64,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/25/1954,,57,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/26/1954,,47,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/27/1954,,54,33,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/28/1954,,56,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/29/1954,,60,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/30/1954,,59,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",5/31/1954,,59,35,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/1/1954,,69,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/2/1954,,67,46,0.11,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/3/1954,,56,48,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/4/1954,,63,47,0.22,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/5/1954,,61,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/6/1954,,65,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/7/1954,,63,43,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/8/1954,,67,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/9/1954,,65,47,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/10/1954,,68,49,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/11/1954,,71,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/12/1954,,62,45,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/13/1954,,59,36,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/14/1954,,64,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/15/1954,,62,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/16/1954,,55,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/17/1954,,68,38,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/18/1954,,77,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/19/1954,,79,52,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/20/1954,,57,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/21/1954,,53,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/22/1954,,59,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/23/1954,,61,37,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/24/1954,,65,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/25/1954,,61,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/26/1954,,65,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/27/1954,,68,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/28/1954,,67,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/29/1954,,64,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",6/30/1954,,62,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/1/1954,,61,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/2/1954,,60,43,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/3/1954,,62,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/4/1954,,70,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/5/1954,,75,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/6/1954,,68,46,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/7/1954,,75,53,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/8/1954,,67,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/9/1954,,56,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/10/1954,,61,44,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/11/1954,,61,39,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/12/1954,,70,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/13/1954,,72,41,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/14/1954,,56,49,0.32,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/15/1954,,63,49,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/16/1954,,63,49,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/17/1954,,64,49,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/18/1954,,69,51,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/19/1954,,68,50,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/20/1954,,59,45,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/21/1954,,57,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/22/1954,,51,45,0.07,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/23/1954,,57,44,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/24/1954,,53,47,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/25/1954,,59,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/26/1954,,63,50,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/27/1954,,59,49,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/28/1954,,58,49,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/29/1954,,57,48,0.35,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/30/1954,,54,47,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",7/31/1954,,54,48,0.3,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/1/1954,,56,48,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/2/1954,,52,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/3/1954,,68,40,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/4/1954,,62,50,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/5/1954,,55,49,0.02,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/6/1954,,55,47,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/7/1954,,64,46,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/8/1954,,57,49,0.01,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/9/1954,,59,46,0.27,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/10/1954,,58,46,0.17,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/11/1954,,58,42,0.03,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/12/1954,,58,43,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/13/1954,,57,40,0.05,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/14/1954,,55,44,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/15/1954,,69,42,0,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/16/1954,,65,41,0.1,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/17/1954,,63,51,0.39,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/18/1954,,61,51,0.06,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/19/1954,,57,47,0.27,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/20/1954,,57,45,0.04,0,0
"BETHEL AIRPORT, AK US (USW00026615)",8/21/1954,,60,45,0.01,0,0
